,group,names,scores,logfoldchanges,pvals,pvals_adj
3118,COVID,FAM168B,1.1558639,0.40486655,0.24863926681368376,0.9974596126063493
3119,COVID,ZNF321P,1.1554298,1.4669139,0.2484991369644469,0.9974596126063493
3120,COVID,LINC01006,1.1552846,1.4264557,0.24860062008979902,0.9974596126063493
3121,COVID,EZH2,1.154097,0.60480404,0.249269540754776,0.9974596126063493
3122,COVID,AC022400.3,1.1538101,0.910173,0.24940623995532596,0.9974596126063493
3123,COVID,SRF,1.152909,0.4124374,0.24988161737313175,0.9974596126063493
3124,COVID,GPR65,1.1527452,0.41329968,0.249899697820237,0.9974596126063493
3125,COVID,MOAP1,1.152388,0.458758,0.25008577044962893,0.9974596126063493
3126,COVID,ALDH4A1,1.1523678,1.409057,0.249812465330658,0.9974596126063493
3127,COVID,ZNF581,1.1521729,1.079569,0.24996823922755462,0.9974596126063493
3128,COVID,CDHR5,1.1520528,0.9449538,0.25002789631551253,0.9974596126063493
3129,COVID,UBA7,1.1509361,0.6701003,0.2505952866419588,0.9974596126063493
3130,COVID,QSOX1,1.149278,0.6897563,0.2512991702041412,0.9974596126063493
3131,COVID,SEC63,1.1491005,0.27012646,0.25150844997094357,0.9974596126063493
3132,COVID,TNRC6C,1.1490644,0.5329475,0.2513555338686515,0.9974596126063493
3133,COVID,RBBP6,1.1490337,0.25815228,0.2514892080786977,0.9974596126063493
3134,COVID,GAPDH,1.149018,0.22234125,0.2515540632349773,0.9974596126063493
3135,COVID,SRA1,1.1488062,0.5347751,0.25156603061156796,0.9974596126063493
3136,COVID,SYAP1,1.1479886,0.38337585,0.25188626909368544,0.9974596126063493
3137,COVID,EHMT2,1.1478895,0.5217144,0.25192852730907744,0.9974596126063493
3138,COVID,RAB1A,1.1477202,0.3014575,0.25207885317238266,0.9974596126063493
3139,COVID,POLR1C,1.1475319,0.69541997,0.2519908579126619,0.9974596126063493
3140,COVID,MAFK,1.1474435,0.5874058,0.2520765407480244,0.9974596126063493
3141,COVID,LRRC47,1.1459153,0.45052713,0.25272788051281303,0.9974596126063493
3142,COVID,HAPLN3,1.14394,1.3140851,0.2534666815031331,0.9974596126063493
3143,COVID,SNORD3B-2,1.1434432,0.6321329,0.25362051436683136,0.9974596126063493
3144,COVID,DNAJC17,1.1430466,1.459954,0.2535962653532339,0.9974596126063493
3145,COVID,ZRANB1,1.1415608,0.5464075,0.2544482085038499,0.9974596126063493
3146,COVID,SCPEP1,1.1410439,0.503571,0.25472541544169225,0.9974596126063493
3147,COVID,RETN,1.1401916,0.8536905,0.25488726278258406,0.9974596126063493
3148,COVID,RWDD3,1.1390243,1.389304,0.25534305317280487,0.9974596126063493
3149,COVID,RPL18,1.1385591,0.16890982,0.2558741736464177,0.9974596126063493
3150,COVID,AC233702.1,1.1383775,1.1244996,0.2555809592912271,0.9974596126063493
3151,COVID,SGTB,1.1380929,1.0776567,0.255778681996202,0.9974596126063493
3152,COVID,ARHGAP21,1.1378715,0.5860673,0.25603952904746013,0.9974596126063493
3153,COVID,TSEN54,1.1375716,0.44523135,0.2562180738179365,0.9974596126063493
3154,COVID,SRSF6,1.1367145,0.25285605,0.256627508265529,0.9974596126063493
3155,COVID,PDE12,1.1364708,0.7551342,0.2565514269238334,0.9974596126063493
3156,COVID,VMP1,1.1357657,0.36399508,0.2570433035806097,0.9974596126063493
3157,COVID,ACOT7,1.1350904,0.5526578,0.2571146035844267,0.9974596126063493
3158,COVID,RPP14,1.1343026,0.6516227,0.2574930431349644,0.9974596126063493
3159,COVID,VWA5A,1.1340549,0.84309095,0.2574646045576961,0.9974596126063493
3160,COVID,ADAMTSL4-AS1,1.1338927,0.4569534,0.25767636267993094,0.9974596126063493
3161,COVID,AC099669.1,1.133752,1.5184377,0.2574293191492732,0.9974596126063493
3162,COVID,ETV3,1.1335933,0.45376018,0.2578207337366152,0.9974596126063493
3163,COVID,HUWE1,1.1332507,0.3362868,0.25806603911713916,0.9974596126063493
3164,COVID,WRN,1.1332196,0.8134559,0.25791016442561093,0.9974596126063493
3165,COVID,GPM6A,1.1331238,1.0719622,0.2578695790585327,0.9974596126063493
3166,COVID,SVBP,1.1329677,0.56277734,0.2580918821938973,0.9974596126063493
3167,COVID,CSNK2B,1.1320148,0.28947523,0.2585912528673317,0.9974596126063493
3168,COVID,TRGC2,1.131292,1.0872728,0.2586011297899706,0.9974596126063493
3169,COVID,SPRYD7,1.1301852,1.4372209,0.25898097458796476,0.9974596126063493
3170,COVID,GPATCH8,1.1299521,0.39080355,0.2593933887821683,0.9974596126063493
3171,COVID,WDR18,1.1299489,0.7498014,0.25925591296252115,0.9974596126063493
3172,COVID,ITGAV,1.1295133,0.9337897,0.2593884253979882,0.9974596126063493
3173,COVID,ZNF426,1.1293461,0.82666045,0.2594701606068669,0.9974596126063493
3174,COVID,AGPS,1.1293046,0.5687775,0.25956731926928994,0.9974596126063493
3175,COVID,HMOX1,1.128575,0.8908917,0.25988846426758444,0.9974596126063493
3176,COVID,INSR,1.1282095,0.44980296,0.2601049074034348,0.9974596126063493
3177,COVID,NTMT1,1.1277256,0.705192,0.26031846386448426,0.9974596126063493
3178,COVID,STK25,1.1272565,0.50604147,0.2604619522879094,0.9974596126063493
3179,COVID,FKBP8,1.1272396,0.34971833,0.2605438354900879,0.9974596126063493
3180,COVID,ARHGAP42,1.12645,1.0810997,0.2606447603669234,0.9974596126063493
3181,COVID,XYLT1,1.1263664,0.48288506,0.26091345988224535,0.9974596126063493
3182,COVID,ZNF101,1.1255168,0.57531756,0.2612431192108114,0.9974596126063493
3183,COVID,DENND4C,1.1247649,0.42096245,0.26155355377640227,0.9974596126063493
3184,COVID,TATDN2,1.1236455,0.55695504,0.2620251577665769,0.9974596126063493
3185,COVID,AGAP3,1.1232355,1.0830277,0.26199926227595427,0.9974596126063493
3186,COVID,MEFV,1.1228113,1.0616066,0.26221570210926104,0.9974596126063493
3187,COVID,RSPRY1,1.122431,0.6841572,0.2625311463046961,0.9974596126063493
3188,COVID,TBCD,1.1216348,0.5834219,0.2628338361398279,0.9974596126063493
3189,COVID,TSPO,1.1206186,0.42500386,0.2633463910732485,0.9974596126063493
3190,COVID,NAP1L3,1.1204357,0.9201375,0.26322454832079023,0.9974596126063493
3191,COVID,FANCG,1.1203326,1.4186742,0.2631597550746111,0.9974596126063493
3192,COVID,SERPINB8,1.1199479,0.3635047,0.2636782438198169,0.9974596126063493
3193,COVID,SSNA1,1.1198962,0.40774506,0.2637172112072717,0.9974596126063493
3194,COVID,LRRFIP2,1.1190903,0.46557444,0.26401802882643854,0.9974596126063493
3195,COVID,PIGU,1.1183703,0.89148664,0.2641734803835698,0.9974596126063493
3196,COVID,MED1,1.1175134,0.37867218,0.26468197482452893,0.9974596126063493
3197,COVID,IRAK3,1.1173164,0.60753775,0.2646912785412607,0.9974596126063493
3198,COVID,TCEA1,1.116918,0.32494816,0.2649616854839888,0.9974596126063493
3199,COVID,FOXN2,1.1167622,0.3561402,0.26505827215493355,0.9974596126063493
3200,COVID,CLASP2,1.116382,0.36867613,0.26514137639897867,0.9974596126063493
3201,COVID,RNF165,1.1162848,0.9133652,0.26503064881934363,0.9974596126063493
3202,COVID,IKZF3,1.1162145,0.91946745,0.2650176749355453,0.9974596126063493
3203,COVID,AC018797.2,1.1161894,1.4939725,0.26486994227908744,0.9974596126063493
3204,COVID,ARHGDIA,1.1152275,0.22943117,0.26573300118624565,0.9974596126063493
3205,COVID,SHPRH,1.1151061,0.6509304,0.2655705022742637,0.9974596126063493
3206,COVID,ACSL1,1.1139554,0.5243634,0.26622208913980816,0.9974596126063493
3207,COVID,AC095055.1,1.1135888,0.91992486,0.26613671664475197,0.9974596126063493
3208,COVID,DHODH,1.1122365,1.0948838,0.2666625833478554,0.9974596126063493
3209,COVID,ZBTB48,1.1119623,0.87513113,0.2669878886396754,0.9974596126063493
3210,COVID,ROMO1,1.1117108,0.29595986,0.2672010389976905,0.9974596126063493
3211,COVID,MAP4,1.1113707,0.3759873,0.26732299078326804,0.9974596126063493
3212,COVID,RHBDD2,1.1111289,0.4663557,0.2673655926498429,0.9974596126063493
3213,COVID,EMC10,1.1107614,0.33134645,0.26766144613005943,0.9974596126063493
3214,COVID,SH3BP5-AS1,1.1098956,1.4985622,0.2675664193200033,0.9974596126063493
3215,COVID,ATP8A1,1.1093541,0.34223235,0.26819334664538763,0.9974596126063493
3216,COVID,CDK12,1.1075956,0.3950344,0.2689395879737497,0.9974596126063493
3217,COVID,PPP1R12B,1.1074243,0.7510775,0.2688301939438583,0.9974596126063493
3218,COVID,ARPC1B,1.1064517,0.25461626,0.26948044068188537,0.9974596126063493
3219,COVID,ZNF689,1.1047014,0.692644,0.27002652821607914,0.9974596126063493
3220,COVID,ADRB2,1.1046999,0.7346972,0.2700430941497815,0.9974596126063493
3221,COVID,APBA1,1.103442,1.4063632,0.27041638504598775,0.9974596126063493
3222,COVID,NBPF14,1.1033298,0.5930981,0.2707352137244342,0.9974596126063493
3223,COVID,UBXN6,1.1032637,0.37372342,0.2707943655352603,0.9974596126063493
3224,COVID,CIB2,1.1023701,0.2760336,0.27125281761735515,0.9974596126063493
3225,COVID,MAP3K21,1.1018002,1.3956518,0.2711348355438579,0.9974596126063493
3226,COVID,KCNK1,1.101231,0.8072626,0.2715174060277305,0.9974596126063493
3227,COVID,TRPV1,1.0992407,1.4668003,0.27219202932436154,0.9974596126063493
3228,COVID,TUBGCP2,1.0989852,0.5434011,0.2726469556588014,0.9974596126063493
3229,COVID,STX10,1.0988169,0.62056595,0.2727110356287909,0.9974596126063493
3230,COVID,SIRT6,1.0986712,1.0322331,0.27262752918752314,0.9974596126063493
3231,COVID,ATG4B,1.0981749,0.40798557,0.2729753497382706,0.9974596126063493
3232,COVID,GAL3ST4,1.0981544,0.7983676,0.2728765157803425,0.9974596126063493
3233,COVID,SNHG21,1.0961715,0.90490735,0.2736958082334948,0.9974596126063493
3234,COVID,RIOK1,1.0954144,0.4506315,0.27420247654279917,0.9974596126063493
3235,COVID,CCDC14,1.0947999,0.41206965,0.27451175322836313,0.9974596126063493
3236,COVID,ADGRL1,1.0947397,0.82652736,0.2742945631204943,0.9974596126063493
3237,COVID,MOB1B,1.0946409,0.32055002,0.27456358371155637,0.9974596126063493
3238,COVID,PF4,1.0945084,0.4823897,0.27456623851059747,0.9974596126063493
3239,COVID,PMS2P3,1.0936571,1.3470339,0.27474286377565027,0.9974596126063493
3240,COVID,SHANK1,1.0934849,0.8972206,0.27487836282996136,0.9974596126063493
3241,COVID,ROR1,1.0932466,1.3465353,0.2749220723486516,0.9974596126063493
3242,COVID,AC138393.1,1.0922985,0.66671956,0.2754945632192031,0.9974596126063493
3243,COVID,FBXO7,1.091586,0.2959799,0.2759450435432473,0.9974596126063493
3244,COVID,KATNA1,1.0911025,0.5517249,0.2759861537417713,0.9974596126063493
3245,COVID,INTS1,1.0907322,0.5308169,0.2762498257437924,0.9974596126063493
3246,COVID,NORAD,1.0900624,0.2797836,0.27663654189576675,0.9974596126063493
3247,COVID,AC135178.3,1.089544,1.3779159,0.2765022186332349,0.9974596126063493
3248,COVID,SLC10A7,1.0883934,0.72995436,0.27719023890733313,0.9974596126063493
3249,COVID,ECE2,1.0874393,1.0607888,0.27749407688034256,0.9974596126063493
3250,COVID,FP565260.6,1.0871171,1.378931,0.27757048253339794,0.9974596126063493
3251,COVID,PPM1G,1.0862925,0.2510786,0.27829750750692867,0.9974596126063493
3252,COVID,TCF7,1.0862715,0.8734108,0.2781775370417143,0.9974596126063493
3253,COVID,RBCK1,1.0857396,0.28318185,0.27852403243800994,0.9974596126063493
3254,COVID,CLIP1,1.0855668,0.37624606,0.27858139584977776,0.9974596126063493
3255,COVID,SQSTM1,1.0853,0.32851335,0.27871378424701837,0.9974596126063493
3256,COVID,KLHL28,1.0846256,0.43317536,0.27895879800884993,0.9974596126063493
3257,COVID,ZNF286A,1.0845176,1.4712853,0.27864878164916745,0.9974596126063493
3258,COVID,STRN,1.0844648,0.66123104,0.2789648644940532,0.9974596126063493
3259,COVID,ZNF460,1.0843185,1.4733856,0.27873643828765626,0.9974596126063493
3260,COVID,ZZEF1,1.081836,0.47363225,0.2801632912149038,0.9974596126063493
3261,COVID,MCM9,1.0817559,0.5349284,0.2802334660365578,0.9974596126063493
3262,COVID,AC132192.2,1.0812024,1.3226218,0.2802579574172363,0.9974596126063493
3263,COVID,BST1,1.0811887,0.52122784,0.2803981670551799,0.9974596126063493
3264,COVID,SERPINB6,1.0806321,0.56240445,0.2806794001974369,0.9974596126063493
3265,COVID,STS,1.0806024,1.3887519,0.2804409130746793,0.9974596126063493
3266,COVID,RPS23,1.0798588,0.048312385,0.28078520416830566,0.9974596126063493
3267,COVID,ZNF280D,1.0791419,0.44082254,0.2814410847728623,0.9974596126063493
3268,COVID,LRMDA,1.0790007,0.7211238,0.28132687335253076,0.9974596126063493
3269,COVID,TLR2,1.0776204,0.8762335,0.2819906251772812,0.9974596126063493
3270,COVID,PDGFC,1.0767292,0.781377,0.2823697911103085,0.9974596126063493
3271,COVID,SPATA2L,1.0766488,1.2636057,0.2824014750955019,0.9974596126063493
3272,COVID,DLEU2,1.0764401,0.38243857,0.2826082731698027,0.9974596126063493
3273,COVID,FCRLA,1.0764333,0.45612046,0.2825747739857301,0.9974596126063493
3274,COVID,EMC3,1.0763037,0.35987294,0.2826418825698626,0.9974596126063493
3275,COVID,SLX4IP,1.0762006,0.62536716,0.2826142326637423,0.9974596126063493
3276,COVID,DROSHA,1.0758547,0.4357231,0.28282593526818334,0.9974596126063493
3277,COVID,PSMD13,1.0755671,0.32490638,0.2830177887511544,0.9974596126063493
3278,COVID,TNNC2,1.0750515,1.45515,0.28286621753398583,0.9974596126063493
3279,COVID,SMOX,1.0747589,0.77717036,0.2832457056003641,0.9974596126063493
3280,COVID,PAAF1,1.0744385,0.6608013,0.2833903153768404,0.9974596126063493
3281,COVID,RPL12P24,1.0739464,1.09221,0.2834222689253291,0.9974596126063493
3282,COVID,TCF7L2,1.0736731,0.7166339,0.28373238451767063,0.9974596126063493
3283,COVID,ALG12,1.0717732,0.8625885,0.28458727822299734,0.9974596126063493
3284,COVID,PUS1,1.0712839,0.5781772,0.2848897134845303,0.9974596126063493
3285,COVID,GIMAP1,1.0708758,0.8697947,0.28494529487210357,0.9974596126063493
3286,COVID,TXK,1.0700635,1.0196412,0.2852864648639252,0.9974596126063493
3287,COVID,AC073869.1,1.0698656,0.7895821,0.2853813103908578,0.9974596126063493
3288,COVID,MTERF4,1.0695018,0.47622782,0.285670271478659,0.9974596126063493
3289,COVID,RNF115,1.0694591,0.37814832,0.2856882360459731,0.9974596126063493
3290,COVID,RASGRP3,1.0678216,1.3090223,0.2862486205294876,0.9974596126063493
3291,COVID,LRRC40,1.0677633,0.7285915,0.28633593934404816,0.9974596126063493
3292,COVID,TFDP2,1.0675712,0.39751452,0.2865633152299386,0.9974596126063493
3293,COVID,CLEC4D,1.0673594,1.228571,0.28665560790582967,0.9974596126063493
3294,COVID,RWDD2B,1.0668054,0.86946785,0.2867950933650915,0.9974596126063493
3295,COVID,CYB561D1,1.0663637,0.5990296,0.2870927639215186,0.9974596126063493
3296,COVID,TLR1,1.0658123,0.48561463,0.2873452034027967,0.9974596126063493
3297,COVID,ACBD6,1.0657759,0.41788083,0.28732854191078233,0.9974596126063493
3298,COVID,DAZAP1,1.0655174,0.33553505,0.2875239638669945,0.9974596126063493
3299,COVID,F2R,1.0652959,1.4199144,0.2872666630566878,0.9974596126063493
3300,COVID,TMEM241,1.0639048,0.76666355,0.2881262487255037,0.9974596126063493
3301,COVID,UBE2Q2P1,1.0632786,1.0096536,0.28837355969745787,0.9974596126063493
3302,COVID,CNNM2,1.0631783,0.76192546,0.2884955500278431,0.9974596126063493
3303,COVID,DNM3,1.0629501,1.3667855,0.2883716543521737,0.9974596126063493
3304,COVID,UBAP1L,1.0617213,1.4192514,0.2888847807913585,0.9974596126063493
3305,COVID,ANKRD49,1.0604017,0.52638865,0.28979974664130725,0.9974596126063493
3306,COVID,EPB42,1.0601785,1.0225275,0.28978296680839083,0.9974596126063493
3307,COVID,HOMER2,1.059963,1.353768,0.2897355382030439,0.9974596126063493
3308,COVID,MXD1,1.0594227,0.3897175,0.2902386516179416,0.9974596126063493
3309,COVID,LLPH,1.058794,0.41885626,0.2905516992930842,0.9974596126063493
3310,COVID,ARRDC3-AS1,1.0587246,1.017074,0.29039356203521294,0.9974596126063493
3311,COVID,SLC12A2,1.0576073,0.40377596,0.2910919580584543,0.9974596126063493
3312,COVID,EHD1,1.0573624,0.5046752,0.29116491340223005,0.9974596126063493
3313,COVID,PRKAB2,1.0558306,0.88821,0.2916877399024209,0.9974596126063493
3314,COVID,PMF1,1.0551962,0.3480336,0.2922085999528693,0.9974596126063493
3315,COVID,URM1,1.0549141,0.33345935,0.29234601285851597,0.9974596126063493
3316,COVID,IFNGR2,1.0546671,0.3780663,0.29246180270482003,0.9974596126063493
3317,COVID,TAF6,1.0545542,0.44789562,0.29248360322192696,0.9974596126063493
3318,COVID,LRSAM1,1.0545448,0.6126467,0.2924042761210567,0.9974596126063493
3319,COVID,PFDN5,1.054312,0.17593713,0.29265591716273726,0.9974596126063493
3320,COVID,PRDM4,1.0540975,0.41592637,0.29264991336914314,0.9974596126063493
3321,COVID,AC091180.5,1.0538027,1.065781,0.29254809432730017,0.9974596126063493
3322,COVID,CHEK1,1.0537504,0.97006387,0.29278258007760677,0.9974596126063493
3323,COVID,NSRP1,1.053508,0.3652286,0.29294677370732264,0.9974596126063493
3324,COVID,PDE7A,1.0534937,0.36462158,0.2929943763507607,0.9974596126063493
3325,COVID,SNAPC2,1.0533981,1.0230837,0.2928087156728095,0.9974596126063493
3326,COVID,RCN2,1.0526749,0.54680204,0.29335042077550044,0.9974596126063493
3327,COVID,DESI1,1.0526278,0.994327,0.293220975628293,0.9974596126063493
3328,COVID,FAM160A1,1.0523127,0.40176013,0.293478341806554,0.9974596126063493
3329,COVID,STX16-NPEPL1,1.0518199,1.0031999,0.2935798989255442,0.9974596126063493
3330,COVID,RPS6KB2,1.0516375,0.6563971,0.2937145277904885,0.9974596126063493
3331,COVID,PAPD5,1.0514029,0.40328273,0.29395572827766203,0.9974596126063493
3332,COVID,FRY,1.0509131,0.79051703,0.2939555940614279,0.9974596126063493
3333,COVID,AL596244.1,1.0503414,1.3984561,0.2940835764211832,0.9974596126063493
3334,COVID,ADAR,1.0500379,0.22980684,0.2946195978949357,0.9974596126063493
3335,COVID,RASSF7,1.0493087,0.6020591,0.294815915283414,0.9974596126063493
3336,COVID,ICA1,1.0485607,1.3361062,0.2949590163095951,0.9974596126063493
3337,COVID,RENBP,1.0471588,1.0542278,0.2956129318236401,0.9974596126063493
3338,COVID,ZNF148,1.046926,0.37268704,0.2960329537605199,0.9974596126063493
3339,COVID,BDH1,1.0468812,0.70324934,0.29587460613154587,0.9974596126063493
3340,COVID,LILRA6,1.0466114,0.84525734,0.296048858150223,0.9974596126063493
3341,COVID,ZNF341,1.0450598,1.240589,0.29673500913134343,0.9974596126063493
3342,COVID,AC097637.2,1.0437055,1.2535188,0.2973250388553296,0.9974596126063493
3343,COVID,CLDN12,1.0433217,1.3420008,0.29736333754302813,0.9974596126063493
3344,COVID,ITGB7,1.0429008,0.41670606,0.29782955549790374,0.9974596126063493
3345,COVID,PTP4A2,1.042639,0.16406715,0.2980607238701699,0.9974596126063493
3346,COVID,KHSRP,1.042507,0.23113467,0.29808965177675345,0.9974596126063493
3347,COVID,NUDT16L1,1.0423677,0.6379033,0.2980324862034234,0.9974596126063493
3348,COVID,GMFB,1.0418848,0.49386117,0.29836536886639164,0.9974596126063493
3349,COVID,CD2,1.0415457,0.45310974,0.2984324019959972,0.9974596126063493
3350,COVID,EBP,1.0414362,0.57291174,0.29844598987743515,0.9974596126063493
3351,COVID,UBE3C,1.0407678,0.439016,0.2988022182103951,0.9974596126063493
3352,COVID,EIF4G3,1.0402501,0.2904706,0.29911047371754973,0.9974596126063493
3353,COVID,DSTYK,1.0401437,0.6933791,0.2990404435569509,0.9974596126063493
3354,COVID,ADCY9,1.0398767,0.84704787,0.2991367329256241,0.9974596126063493
3355,COVID,BLVRB,1.0388498,0.652451,0.29958532437563534,0.9974596126063493
3356,COVID,CD7,1.0386318,0.5406827,0.2997793201673459,0.9974596126063493
3357,COVID,PRKCA,1.0380996,0.43687224,0.3000338599759494,0.9974596126063493
3358,COVID,PPP4R1L,1.0380732,1.0300441,0.2998403884307071,0.9974596126063493
3359,COVID,TAF3,1.0375491,0.40576312,0.30033930338561976,0.9974596126063493
3360,COVID,PRPF6,1.0367978,0.42614216,0.30067200492571455,0.9974596126063493
3361,COVID,PAN3,1.035437,0.32289535,0.3013285473458881,0.9974596126063493
3362,COVID,FAXDC2,1.035033,1.3213334,0.30122940697606576,0.9974596126063493
3363,COVID,QSER1,1.0341693,0.5478688,0.30179336827122316,0.9974596126063493
3364,COVID,RAPGEF1,1.033692,0.2828307,0.302155582358803,0.9974596126063493
3365,COVID,CDC42EP3,1.0333079,0.53715754,0.3022694088023591,0.9974596126063493
3366,COVID,METTL1,1.033288,0.8570027,0.3021536440955585,0.9974596126063493
3367,COVID,NDUFV1,1.0332187,0.36503243,0.3023869583811894,0.9974596126063493
3368,COVID,PLPP5,1.0329856,0.40907118,0.30238298348457754,0.9974596126063493
3369,COVID,MIR4435-2HG,1.0319935,0.5988028,0.3028538933651931,0.9974596126063493
3370,COVID,ASGR1,1.031507,1.0294756,0.3028951086622407,0.9974596126063493
3371,COVID,DCAF4,1.0309154,1.0035193,0.3032287708495915,0.9974596126063493
3372,COVID,LILRA2,1.0307536,0.75306857,0.30337240198872795,0.9974596126063493
3373,COVID,AL365273.2,1.0301332,1.3900993,0.3034539242808918,0.9974596126063493
3374,COVID,ZNF471,1.0296965,1.3897578,0.30366061816803597,0.9974596126063493
3375,COVID,SELENON,1.0295429,1.1758204,0.3041147311165929,0.9974596126063493
3376,COVID,GPI,1.0293893,0.31201455,0.3041863063472098,0.9974596126063493
3377,COVID,POC1B,1.0291222,0.59219927,0.30420507067021724,0.9974596126063493
3378,COVID,TNRC6A,1.0289557,0.36304727,0.3043577696554891,0.9974596126063493
3379,COVID,GBP4,1.0283325,0.8405292,0.3044966557012645,0.9974596126063493
3380,COVID,KYAT1,1.0276786,1.0015726,0.30474028107033574,0.9974596126063493
3381,COVID,PAPOLG,1.0263655,0.5686055,0.3054732364898293,0.9974596126063493
3382,COVID,FAS,1.0261568,0.6921779,0.3055170909809815,0.9974596126063493
3383,COVID,PURB,1.0261507,0.3592444,0.3056901272415401,0.9974596126063493
3384,COVID,EPS8L1,1.024619,0.99268794,0.306192839075237,0.9974596126063493
3385,COVID,SRSF8,1.0243869,0.313622,0.3065205946450695,0.9974596126063493
3386,COVID,RPS27AP12,1.024119,1.3049217,0.3063569262160198,0.9974596126063493
3387,COVID,DENND5A,1.0239857,0.34083986,0.30673015686408817,0.9974596126063493
3388,COVID,DNAJC24,1.0237234,0.59154814,0.30674545802857484,0.9974596126063493
3389,COVID,BSG,1.0237201,0.276757,0.3068490106517227,0.9974596126063493
3390,COVID,N4BP2L1,1.0233914,0.24785365,0.3069926917202541,0.9974596126063493
3391,COVID,WHAMM,1.023313,0.40701762,0.30693132311597393,0.9974596126063493
3392,COVID,U2AF2,1.0233083,0.244563,0.3070741286983304,0.9974596126063493
3393,COVID,AL360091.3,1.023036,1.3089949,0.30686199442560935,0.9974596126063493
3394,COVID,TUSC2,1.023011,0.39058593,0.3071373560708355,0.9974596126063493
3395,COVID,KIAA0232,1.0229069,0.48868325,0.3071684620140151,0.9974596126063493
3396,COVID,ACTR3B,1.0226848,0.83946353,0.30716873244114906,0.9974596126063493
3397,COVID,BAZ2B,1.0214746,0.28642327,0.30787348905567025,0.9974596126063493
3398,COVID,TNRC6B,1.0209435,0.27846998,0.30817749319471993,0.9974596126063493
3399,COVID,RPL10P15,1.0207477,1.3697014,0.30788527848811426,0.9974596126063493
3400,COVID,PMS1,1.0205793,0.5947283,0.30819269759409795,0.9974596126063493
3401,COVID,HS3ST1,1.0202141,0.4443211,0.3084297194344398,0.9974596126063493
3402,COVID,PIAS4,1.0201355,0.6980575,0.308327217690077,0.9974596126063493
3403,COVID,EXOC4,1.0200474,0.35823005,0.308534288423396,0.9974596126063493
3404,COVID,RAB37,1.018732,1.0449562,0.30888156010132317,0.9974596126063493
3405,COVID,LINC01122,1.0186349,0.9538207,0.30912495329339346,0.9974596126063493
3406,COVID,ZC3H4,1.0185952,0.45624015,0.3091771638181389,0.9974596126063493
3407,COVID,L3MBTL4,1.0185709,1.0130621,0.30900313359742543,0.9974596126063493
3408,COVID,ZNF182,1.0172164,0.82582307,0.30976293924140275,0.9974596126063493
3409,COVID,KSR1,1.0168275,0.7466073,0.30994661779036387,0.9974596126063493
3410,COVID,AL138924.1,1.0161096,0.7431248,0.3102979359005283,0.9974596126063493
3411,COVID,POLR2E,1.0155166,0.30114037,0.3106998466075212,0.9974596126063493
3412,COVID,AC021078.1,1.015142,0.49316892,0.31078796102501155,0.9974596126063493
3413,COVID,C1orf21,1.014496,0.6931098,0.3110094415741524,0.9974596126063493
3414,COVID,DOCK7,1.0140151,0.98011297,0.3112330436870956,0.9974596126063493
3415,COVID,FYTTD1,1.0139042,0.2679572,0.31144267156092614,0.9974596126063493
3416,COVID,PIK3R1,1.0134951,0.30797294,0.31165817336697466,0.9974596126063493
3417,COVID,KIZ,1.0126765,0.55118906,0.3120251827131873,0.9974596126063493
3418,COVID,GOLGA2,1.0107611,0.3961063,0.3129428220695119,0.9974596126063493
3419,COVID,ARL10,1.0105938,1.3522184,0.31272227862347973,0.9974596126063493
3420,COVID,RITA1,1.0098721,0.62031585,0.31332175820375335,0.9974596126063493
3421,COVID,RBM42,1.0096483,0.4076025,0.3134541897839516,0.9974596126063493
3422,COVID,RHOBTB2,1.0094478,1.3523113,0.3132699452949634,0.9974596126063493
3423,COVID,RPAP1,1.0093194,0.81512076,0.3135900785152536,0.9974596126063493
3424,COVID,TCAF2,1.0088189,1.4589566,0.31352315024994565,0.9974596126063493
3425,COVID,LNX2,1.008507,0.99600226,0.31383016586315626,0.9974596126063493
3426,COVID,ATP6V1E2,1.0078466,0.9759192,0.31417402424487045,0.9974596126063493
3427,COVID,USPL1,1.0075037,0.44820043,0.31451272195577046,0.9974596126063493
3428,COVID,CYTIP,1.0072443,0.3723218,0.31459438636025266,0.9974596126063493
3429,COVID,TMTC2,1.0070382,0.81698453,0.31465517015048305,0.9974596126063493
3430,COVID,ASB1,1.0070122,0.58447665,0.31467538494685227,0.9974596126063493
3431,COVID,ATP10A,1.0060183,0.4275939,0.31519765122305904,0.9974596126063493
3432,COVID,AC007388.1,1.0056491,0.73267114,0.31530249109730124,0.9974596126063493
3433,COVID,TMEM39A,1.0044482,0.3796657,0.3159276119274837,0.9974596126063493
3434,COVID,ACTN1,1.0027171,0.738167,0.3167128098295747,0.9974596126063493
3435,COVID,MED28,1.002716,0.3560377,0.3167920303279196,0.9974596126063493
3436,COVID,MYADM,1.0019761,0.28429264,0.31719492326510323,0.9974596126063493
3437,COVID,CRYM,1.001886,0.37626958,0.31717562186136034,0.9974596126063493
3438,COVID,FOXP1,1.0013797,0.22242475,0.3175265761721422,0.9974596126063493
3439,COVID,IMMP2L,1.0013688,0.5258439,0.317415239250312,0.9974596126063493
3440,COVID,PPIL2,1.0011846,0.5878683,0.31745735821558574,0.9974596126063493
3441,COVID,GLTP,1.000774,0.6065213,0.31772909413350287,0.9974596126063493
3442,COVID,RNY4,1.0,22.178747,0.3179211591279867,0.9974596126063493
3443,COVID,METTL24,1.0,22.322601,0.3179211591279867,0.9974596126063493
